fragment.ID.full,Intercept,umol.L.sec,Temp.C
RJD_TMP12_pH_7.7_CH1_1_O2.csv,239.91433454762242,-8.759117087012307e-4,12.21825
RJD_TMP12_pH_7.7_CH2_2_O2.csv,228.59322929531623,-8.740995412354479e-4,12.306488
RJD_TMP12_pH_7.7_CH3_3_O2.csv,201.26468385008417,-0.0011284049552071963,12.347904
RJD_TMP12_pH_7.7_CH4_4_O2.csv,227.81707397805658,-0.0011916251153187428,12.29228
RJD_TMP12_pH_7.7_CH5_Control-05_O2.csv,240.60347435132834,-3.545764429745147e-4,12.134556451612903
RJD_TMP12_pH_8_CH10_Control-45_O2.csv,235.25462334044573,-5.308795637743097e-4,11.625409090909091
RJD_TMP12_pH_8_CH6_41_O2.csv,197.79162969648635,-0.0012890306872087762,12.297048387096774
RJD_TMP12_pH_8_CH7_42_O2.csv,211.06498860582292,-7.267917133258269e-4,12.355552
RJD_TMP12_pH_8_CH9_44_O2.csv,224.55345259139781,-9.619247311827927e-4,12.218696
RJD_TMP14_pH_7.7_CH1_6_O2.csv,228.2828719563317,-0.0013622238827732326,14.454580838323354
RJD_TMP14_pH_7.7_CH2_7_O2.csv,226.64143112995177,-0.0014860133283968499,14.2851
RJD_TMP14_pH_7.7_CH3_8_O2.csv,191.23377179258242,-0.0011603228021978022,14.429743243243243
RJD_TMP14_pH_7.7_CH4_9_O2.csv,217.82469977336257,-0.0014875399763289885,14.274189189189189
RJD_TMP14_pH_7.7_CH5_Control-10_O2.csv,235.53684718748912,-2.3164283477714807e-4,14.254810810810811
RJD_TMP14_pH_8_CH10_48_O2.csv,205.1584572395558,-0.0012532205182443166,14.415175675675675
RJD_TMP14_pH_8_CH10_Control-50_O2.csv,228.89286506097557,-2.59137630662004e-4,13.829446808510639
RJD_TMP14_pH_8_CH6_46_O2.csv,184.0182998719917,-0.0013157450076804566,14.286986486486487
RJD_TMP14_pH_8_CH7_47_O2.csv,200.48881624319418,-0.001081215970961862,14.468067567567568
RJD_TMP14_pH_8_CH9_49_O2.csv,210.86139441002138,-0.0015623826062795521,14.3335
RJD_TMP16_pH_7.7_CH1_11_O2.csv,236.47691527923675,-0.0017907134800683056,16.055511235955056
RJD_TMP16_pH_7.7_CH2_12_O2.csv,220.74244476467481,-0.0019148863035431184,15.36487951807229
RJD_TMP16_pH_7.7_CH3_13_O2.csv,192.03518825474598,-0.001661546671332375,15.533578313253011
RJD_TMP16_pH_7.7_CH4_14_O2.csv,221.58646680451116,-0.001703031442241938,15.317915662650602
RJD_TMP16_pH_7.7_CH5_Control-15_O2.csv,233.0977646435132,-4.821485434344989e-4,15.388614457831325
RJD_TMP16_pH_8_CH10_53_O2.csv,207.6967643221966,-0.002087649527300828,15.457253012048193
