Temp_Treatment,pH_Treatment,Mean_Temp_C,SD_Temp_C,SE_Temp_C,N,Mean_DO_mgL,SD_DO_mgL,SE_DO_mgL,Mean_DO_Percent,SD_DO_Percent,SE_DO_Percent,Mean_Salinity,SD_Salinity,SE_Salinity,Mean_Conductivity,SD_Conductivity,SE_Conductivity,Mean_pH,SD_pH,SE_pH,Mean_TA,SD_TA,SE_TA,Mean_pCO2,SD_pCO2,SE_pCO2,Mean_HCO3,SD_HCO3,SE_HCO3,Mean_CO3,SD_CO3,SE_CO3,Mean_DIC,SD_DIC,SE_DIC
10,Sump,10.972117647058823,1.2064720201041206,0.29261244548480014,17,10.381764705882352,0.6533207031592299,0.15845354508990037,115.01764705882353,4.98575913153123,1.2092242072465316,32.529411764705884,1.2989248948083725,0.3150355612376017,50.38823529411765,0.772077030597641,0.18725618519219484,7.850356424576579,0.1997107092894122,0.04843696170395698,2341.3074548654995,112.13552447384853,27.19685951704187,688.3609349501351,639.113115805318,155.00769901076106,2074.1083296727948,138.82791284984478,33.67071461552666,108.46368513042962,30.003800134640365,7.276990419120212,2212.1257551431563,138.04373786792837,33.48052424614971
12,Ambient,12.908176470588236,0.8342204621152401,0.2023281811972183,17,9.818823529411764,1.1302371562693223,0.2741227751350676,113.68235294117648,6.556221786795125,1.5901173489371794,33.241176470588236,0.4388320059108778,0.1064323948395425,50.747058823529414,0.6195942695212155,0.15027368342725816,7.939314586303538,0.07566698363633692,0.018351939170852954,2358.2756695678036,80.71857980851749,19.577131205903914,550.995753640119,115.95000701353342,28.12200742399452,2061.562629791398,98.83547944851021,23.971124783810065,120.63573645241294,16.91536071464488,4.102577583641428,2204.3604318431153,93.7057482758043,22.726982227569476
12,Low,13.16705882352941,1.707363335328345,0.41409643369797833,17,9.748235294117647,0.9632901645799519,0.2336321821577507,112.36764705882354,5.631850860742593,1.3659244686216145,32.85294117647059,0.6335590413083285,0.15366063808113536,50.241176470588236,0.8261800829188304,0.20037810280328794,7.684831109807096,0.13925579159647872,0.03377449045478129,2359.607526376348,74.4717783695786,18.062059314433007,1045.737781117212,359.0736917654927,87.08816226644734,2173.878171056206,68.83560359794006,16.695086143379644,75.69940982653678,22.94756622469243,5.565602317368422,2291.2406955786964,69.49850067832162,16.855862301104747
14,Ambient,13.903823529411765,0.418213497405051,0.10143167199176485,17,8.894117647058824,0.31257116836668997,0.07580964368815202,106.17647058823529,4.451899792752066,1.0797442988342436,32.92941176470588,0.3057055484497152,0.07414448627032665,50.25941176470588,0.432441767586043,0.10488253439329757,7.962848661622821,0.08027724569955196,0.019470091961936106,2357.759483066111,70.74592346582502,17.158406766556446,519.9300157462648,118.02016530888653,28.624094560082135,2037.844408267705,86.25494082776339,20.91989598613351,130.42495960056036,19.81695793263907,4.806318278511334,2188.5723369704247,80.31827184147083,19.48004226290923
14,Low,13.695729411764706,0.9032177725808338,0.21906248701681696,17,10.345882352941176,1.0715062926992625,0.25987844843017954,119.31176470588235,11.488738091765189,2.7864282739649973,32.88235294117647,0.3609627649038867,0.08754632980080707,50.226470588235294,0.5043924709052293,0.12233314319462019,7.661951999786091,0.05816232075206995,0.014106434817166965,2376.3109864720304,91.63847642797704,22.225595157836675,1120.4905650415658,174.06941503357396,42.218034374876716,2206.850592477938,95.30630496281412,23.115174244059485,69.13991214854528,8.36026177533264,2.0276613151476646,2320.1016710375193,97.97598675304341,23.762667185700863
16,Ambient,16.170823529411766,0.5359879004341093,0.1299961604436985,17,8.225294117647058,0.365635023743945,0.08867951901891215,102.31764705882352,4.160263707704964,1.0090121586641954,32.90588235294118,0.27719710549375753,0.06723017323919081,50.56470588235294,1.6863203938125861,0.40899277072485074,7.9185356512750795,0.07950586749436372,0.019283005266801375,2355.8676084687113,80.3695827274736,19.49248698071708,584.8170386265467,125.136616414341,30.35008747698404,2040.8824747263982,81.8950561693243,19.862468635412668,128.7828783901475,21.307869812021153,5.167917523051361,2190.992548735114,80.13684931535838,19.436040837142876
16,Low,15.920823529411765,1.3047123837887662,0.31643923349485237,17,8.896470588235294,0.7361380744845918,0.1785397080081631,104.81,25.758458804827594,6.247343906201495,32.9,0.29790938219532465,0.07225363821493087,50.13529411764706,0.35696844480743073,0.08657756487961794,7.6804036746201305,0.07227273446580826,0.01752871282674973,2350.5493574105312,87.23720360972304,21.15812970390602,1070.9246235596627,198.27689845981865,48.089211498217644,2160.555561735647,99.24017688565223,24.069278329677907,77.57999471268064,13.239625713516078,3.211080897674728,2277.507624313253,99.1683176293542,24.05184990003702
18,Ambient,18.183235294117647,0.9796157109685771,0.23759170875517557,17,7.807058823529411,0.4055207255166243,0.0983532226283617,99.78235294117647,4.320624274065851,1.0479053088577137,32.94117647058824,0.27170485717367127,0.06589810736002394,50.188235294117646,0.35686543847292185,0.08655258217389512,7.903383704222177,0.08761624150971478,0.021250059897892977,2360.5428220294752,75.03500215301452,18.198661146783966,611.5019653641028,143.28141417022098,34.750847341864244,2031.9069412939482,82.13239241363564,19.920031129770493,134.71457138223028,25.39873448272614,6.1600979428998475,2187.6811326125435,76.74580567451719,18.613591948185974
18,Low,18.38105882352941,1.0633902429604711,0.25791001723395585,17,7.574705882352942,0.5591077450619294,0.13560354641124975,98.79411764705883,6.9468941430897075,1.684869313055503,32.923529411764704,0.20472363006229255,0.04965277357686513,50.188235294117646,0.3805955086131096,0.09230796956750158,7.674610148174316,0.06859254432511298,0.016636135610723652,2409.6151713771405,74.49687645537215,18.06814649435816,1121.4477754807506,223.15682869375408,54.12348092836553,2201.5476815095303,75.47625114132454,18.305679745960386,85.629418834516,11.923280892937397,2.891820383852338,2325.516498265043,77.9671349865966,18.90980781626635
20,Ambient,20.759823529411765,1.2630906655548388,0.30634448404790066,17,7.697647058823529,0.48926640764215446,0.11866453398677121,103.31176470588235,4.409490099906842,1.0694584374724283,32.81764705882353,0.3004897962444964,0.07287948054919928,50.01176470588235,0.3998161342123036,0.09696965601079145,7.90496322489599,0.06550384483100152,0.01588701594836992,2348.5846698949294,90.03394145627347,21.836438265581897,609.5492176517,120.00606546302025,29.105746095224706,1998.544679937269,102.26048228204661,24.801809986793028,143.75191022541642,20.20385433324969,4.900154438857738,2161.8645334664275,98.2084447664836,23.81904653528528
20,Low,19.619764705882353,2.336622282521604,0.5667141457652003,17,7.8094117647058825,0.6091640849171438,0.14774399208506528,96.01764705882353,22.199021242335146,5.384053492204587,32.94705882352941,0.3144790276370257,0.07627236752876425,50.194117647058825,0.4547947177508968,0.1103039211329364,7.629638095691949,0.07557597203702819,0.018329865615729055,2358.6809592435816,73.56971389445444,17.843276543135698,1235.0365475708895,254.75492301544995,61.78714448463504,2164.3187520271854,79.2431865775825,19.219295786464723,79.77755821265741,12.103274959971236,2.9354753574032215,2284.787467943972,80.76447914732216,19.58826343072966
22,Ambient,22.357,1.5931256620241856,0.3863897282004576,17,7.165882352941177,0.4268644226146254,0.10352982954461157,98.97647058823529,3.186794904713178,0.7729112940772118,32.95882352941177,0.27852024955425514,0.06755108281091671,50.22352941176471,0.37836723524359583,0.09176753389307475,7.837766239676434,0.07780391605718245,0.01887022141120313,2369.0868509707916,78.86263823784662,19.126999257030345,732.73236860635825,161.23663164378922,39.1056272344794,2040.8858363097706,76.96656971723806,18.66713509327283,135.20653633137132,21.919189445566793,5.316184312470335,2198.5690816736883,76.19374881282262,18.47969849217929
22,Low,21.642705882352942,2.0207386262424527,0.4901011057507741,17,7.13,0.585672690160639,0.14204649197482117,96.64705882352942,5.180627091272206,1.2564866296618642,32.923529411764704,0.321188051935127,0.07789954493028821,50.15294117647059,0.41097087344911587,0.09967507766370902,7.685881884384282,0.06080770885931137,0.014748035675220443,2358.7716753329646,68.93477782367118,16.719139426204837,1077.7193517351354,178.831547291709,43.37302109860918,2126.566202293257,66.20553314223645,16.057200361515974,95.5639128421472,13.658286401409253,3.3126210292910403,2255.7813997624958,68.5357098076347,16.622351215503418
24,Ambient,24.746058823529413,2.441646664409806,0.5921862998705097,17,7.306470588235294,0.8001323419946744,0.19406059767746328,102.55882352941177,5.274829241730178,1.2793340071029549,32.758823529411764,0.5327509074715547,0.12921107433228712,50.17647058823529,0.7693580211487251,0.18659672853602233,7.827196392472326,0.10615109358337337,0.025745421830533733,2356.8248215392623,90.25358480454067,21.889709602338954,754.4409116811445,231.0005114055347,56.025853417453924,2008.4110798339054,113.39790800598006,27.50303249604296,143.71842706868185,27.696245171679315,6.717326133872762,2173.898844127448,104.3968509816733,25.319955504665046
24,Low,22.877529411764705,2.7306034616373505,0.6622686172945893,17,7.17,0.6432534492717471,0.15601187737590028,100.09411764705882,5.424996611546787,1.3157549440014884,32.68235294117647,0.3745585637080777,0.09084379536164977,49.96705882352941,0.4146649958985315,0.10057103396093879,7.682943779163191,0.08821060716022858,0.021394214742440465,2367.6872692892307,71.75305444065086,17.402671907029283,1094.1654844615787,241.65020943665988,58.60878458588107,2123.694500470353,67.45204787203217,16.359524590623977,100.72327653859372,21.92641350788639,5.31793640494032,2257.5490170941075,67.85818074201381,16.458026280092774
26,Ambient,24.452117647058824,4.1075500435532275,0.9962272171811988,17,7.03764705882353,1.0625237021577725,0.25769985021875386,98.99411764705883,8.664184222146604,2.101373335748261,32.85294117647059,0.7220782913393317,0.17512970971515215,50.523529411764706,0.4409214949465294,0.10693917036881083,7.876473512499605,0.09706335167552775,0.02354132066674552,2362.638701169691,78.5273318875375,19.04567552177947,666.3735193706857,187.12431336444297,45.38431230133981,1984.7607110001416,117.14269475811831,28.41127669160059,155.72779608104366,26.67269211264262,6.4690780529414464,2159.7936608290174,103.5399153133427,25.112118076730557
26,Low,25.515470588235296,3.158351055488589,0.7660126473270868,17,6.281176470588235,0.6886116680769828,0.16701286132436288,92.3,6.556199356334429,1.5901119087513746,32.988235294117644,0.2619216317459682,0.06352532666604463,50.70470588235294,1.6485983351284315,0.39984382764423204,7.652469832887167,0.0945588087694204,0.02293387978758246,2350.5989995660343,83.11888726669953,20.159291275553468,1180.4396217461672,311.98543134722996,75.66758159403037,2099.0564156234313,96.71649867687866,23.457196457922436,103.79985325897349,24.691191218063025,5.988493494964532,2236.3382181671504,93.29037912956832,22.626240412066327
